ID,sender,sender_type,sender_id,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,response,response_action,prime,target,condition,soa_condition,congruence,correct_response,correctResponse,correct
4549,Wecome0,canvas.Screen,0,timeout,493.5999999999999,1601.9000000003725,1596.916,1600.1,2077.6,2080.300000000745,2024-10-01T09:26:33.186Z,2093.7,,,,,,,,,,
4549,Wecome1,canvas.Screen,1,timeout,492.2000000000003,2080.9000000003725,2077.6,2093.7,2569.5,2570.9000000003725,2024-10-01T09:26:33.676Z,2585.9,,,,,,,,,,
4549,Wecome2,canvas.Screen,2,timeout,494.0,2571.199999999255,2569.5,2585.9,3063.0,3065.199999999255,2024-10-01T09:26:34.170Z,3079.9,,,,,,,,,,
4549,Wecome3,canvas.Screen,3,timeout,508.5999999999999,3065.5,3063.0,3079.9,3572.5,3573.5999999996275,2024-10-01T09:26:34.679Z,3588.5,,,,,,,,,,
4549,Instructions1,canvas.Screen,4,response,22964.5,3573.9000000003725,3572.5,3588.5,26553.0,26562.599999999627,2024-10-01T09:26:57.666Z,26580.4,,keypress,,,,,,,,
4549,Instructions 1a,canvas.Screen,5,response,11462.299999999253,26562.800000000745,26563.374,26580.4,38042.699999999255,38050.0,2024-10-01T09:27:09.153Z,38067.2,,keypress,,,,,,,,
4549,Instructions2,canvas.Screen,6,response,4469.200000000375,38050.300000000745,38046.8,38067.2,42536.40000000037,42544.59999999963,2024-10-01T09:27:13.648Z,42556.0,,keypress,,,,,,,,
4549,Instructions3,canvas.Screen,7,response,7697.300000000745,42544.90000000037,42534.9,42556.0,50253.300000000745,50261.800000000745,2024-10-01T09:27:21.364Z,50278.6,,keypress,,,,,,,,
4549,Instructions4,canvas.Screen,8,response,2639.800000000374,50262.0,50272.358,50278.6,52918.40000000037,52925.800000000745,2024-10-01T09:27:24.028Z,52939.8,,keypress,,,,,,,,
4549,Instructions5,canvas.Screen,9,response,6446.699999999997,52926.0,52912.9,52939.8,59386.5,59392.59999999963,2024-10-01T09:27:30.495Z,59411.7,,keypress(Space),,,,,,,,
4549,fixation,canvas.Screen,10_0_0,timeout,537.4000000000015,59393.0,59390.3,59411.7,59932.6,59934.5,2024-10-01T09:27:31.036Z,59949.1,,,snjghf,SHEEP,practice,practice,practice,n,,
4549,mask1,canvas.Screen,10_0_1,timeout,49.0,59934.90000000037,59932.6,59949.1,59982.6,59983.800000000745,2024-10-01T09:27:31.086Z,59998.1,,,snjghf,SHEEP,practice,practice,practice,n,,
4549,prime,canvas.Screen,10_0_2,timeout,43.400000000001455,59984.09999999963,59982.6,59998.1,60026.7,60029.199999999255,2024-10-01T09:27:31.131Z,60041.5,,,snjghf,SHEEP,practice,practice,practice,n,,
4549,mask2,canvas.Screen,10_0_3,timeout,44.0,60029.59999999963,60026.7,60041.5,60070.4,60075.90000000037,2024-10-01T09:27:31.178Z,60085.5,,,snjghf,SHEEP,practice,practice,practice,n,,
4549,target,canvas.Screen,10_0_4,response,840.0,60076.09999999963,60070.4,60085.5,60925.5,60946.199999999255,2024-10-01T09:27:32.048Z,60970.3,response_natural,keypress(n),snjghf,SHEEP,practice,practice,practice,n,n,False
4549,Practice Sequence,flow.Sequence,10_0,completion,1513.800000000003,59392.90000000037,59390.3,59411.7,60925.5,60946.59999999963,2024-10-01T09:27:32.048Z,60970.3,,,snjghf,SHEEP,practice,practice,practice,n,,
4549,fixation,canvas.Screen,10_1_0,timeout,541.0999999999985,60946.699999999255,60946.8,60970.3,61495.1,61497.90000000037,2024-10-01T09:27:32.600Z,61511.4,,,abjdhjs,HORSE,practice,practice,practice,n,,
4549,mask1,canvas.Screen,10_1_1,timeout,50.400000000001455,61498.199999999255,61495.1,61511.4,61544.9,61547.300000000745,2024-10-01T09:27:32.649Z,61561.8,,,abjdhjs,HORSE,practice,practice,practice,n,,
4549,prime,canvas.Screen,10_1_2,timeout,43.799999999995634,61547.59999999963,61544.9,61561.8,61589.2,61594.09999999963,2024-10-01T09:27:32.696Z,61605.6,,,abjdhjs,HORSE,practice,practice,practice,n,,
4549,mask2,canvas.Screen,10_1_3,timeout,45.30000000000291,61594.40000000037,61589.2,61605.6,61635.1,61640.800000000745,2024-10-01T09:27:32.743Z,61650.9,,,abjdhjs,HORSE,practice,practice,practice,n,,
4549,target,canvas.Screen,10_1_4,response,643.2999999992535,61641.0,61635.1,61650.9,62294.199999999255,62301.800000000745,2024-10-01T09:27:33.404Z,62319.9,response_natural,keypress(n),abjdhjs,HORSE,practice,practice,practice,n,n,False
4549,Practice Sequence,flow.Sequence,10_1,completion,1323.899999999252,60946.59999999963,60946.8,60970.3,62294.199999999255,62302.199999999255,2024-10-01T09:27:33.404Z,62319.9,,,abjdhjs,HORSE,practice,practice,practice,n,,
4549,fixation,canvas.Screen,10_2_0,timeout,543.1999999999971,62302.40000000037,62300.874,62319.9,62846.5,62849.0,2024-10-01T09:27:33.951Z,62863.1,,,nvoiuh,HOUSE,practice,practice,practice,m,,
4549,mask1,canvas.Screen,10_2_1,timeout,46.0,62849.40000000037,62846.5,62863.1,62896.0,62897.300000000745,2024-10-01T09:27:33.999Z,62909.1,,,nvoiuh,HOUSE,practice,practice,practice,m,,
4549,prime,canvas.Screen,10_2_2,timeout,46.599999999998545,62897.5,62896.0,62909.1,62940.1,62943.0,2024-10-01T09:27:34.045Z,62955.7,,,nvoiuh,HOUSE,practice,practice,practice,m,,
4549,mask2,canvas.Screen,10_2_3,timeout,44.700000000004366,62943.300000000745,62940.1,62955.7,62985.4,62990.800000000745,2024-10-01T09:27:34.093Z,63000.4,,,nvoiuh,HOUSE,practice,practice,practice,m,,
4549,target,canvas.Screen,10_2_4,response,782.699999999626,62991.0,62985.4,63000.4,63783.09999999963,63803.300000000745,2024-10-01T09:27:34.905Z,63818.1,response_manmade,keypress(m),nvoiuh,HOUSE,practice,practice,practice,m,m,False
4549,Practice Sequence,flow.Sequence,10_2,completion,1463.199999999626,62302.300000000745,62300.874,62319.9,63783.09999999963,63803.40000000037,2024-10-01T09:27:34.905Z,63818.1,,,nvoiuh,HOUSE,practice,practice,practice,m,,
4549,fixation,canvas.Screen,10_3_0,timeout,542.7000000000044,63803.59999999963,63800.368,63818.1,64344.5,64345.800000000745,2024-10-01T09:27:35.447Z,64360.8,,,iweonf,BOAT,practice,practice,practice,m,,
4549,mask1,canvas.Screen,10_3_1,timeout,54.599999999998545,64346.09999999963,64344.5,64360.8,64393.5,64394.699999999255,2024-10-01T09:27:35.496Z,64415.4,,,iweonf,BOAT,practice,practice,practice,m,,
4549,prime,canvas.Screen,10_3_2,timeout,55.099999999998545,64395.0,64393.5,64415.4,64452.7,64453.59999999963,2024-10-01T09:27:35.555Z,64470.5,,,iweonf,BOAT,practice,practice,practice,m,,
4549,mask2,canvas.Screen,10_3_3,timeout,43.30000000000291,64453.800000000745,64452.7,64470.5,64499.8,64501.300000000745,2024-10-01T09:27:35.603Z,64513.8,,,iweonf,BOAT,practice,practice,practice,m,,
4549,target,canvas.Screen,10_3_4,response,839.899999999252,64501.5,64499.8,64513.8,65353.699999999255,65359.90000000037,2024-10-01T09:27:36.462Z,65379.5,response_manmade,keypress(m),iweonf,BOAT,practice,practice,practice,m,m,False
4549,Practice Sequence,flow.Sequence,10_3,completion,1535.5999999992564,63803.59999999963,63800.368,63818.1,65353.699999999255,65360.199999999255,2024-10-01T09:27:36.462Z,65379.5,,,iweonf,BOAT,practice,practice,practice,m,,
4549,Practice Loop,flow.Loop,10,completion,5941.999999999258,59392.90000000037,59390.3,59411.7,65353.699999999255,65360.5,2024-10-01T09:27:36.462Z,65379.5,,,,,,,,,,
4549,Practice complete,canvas.Screen,11,response,1843.0,65360.5,65359.3,65379.5,67222.5,67231.09999999963,2024-10-01T09:27:38.333Z,67254.3,,keypress,,,,,,,,
4549,fixation,canvas.Screen,12_0_0_0_0,timeout,537.6999999999971,67231.40000000037,67229.426,67254.3,67775.0,67775.90000000037,2024-10-01T09:27:38.877Z,67792.0,,,desk,CANDY,Inc_Synth_Synth,long,incongruent,m,,
4549,mask1,canvas.Screen,12_0_0_0_1,timeout,46.0,67776.0,67775.0,67792.0,67826.1,67827.40000000037,2024-10-01T09:27:38.929Z,67838.0,,,desk,CANDY,Inc_Synth_Synth,long,incongruent,m,,
4549,prime,canvas.Screen,12_0_0_0_2,timeout,46.0,67827.59999999963,67826.1,67838.0,67869.4,67873.19999999925,2024-10-01T09:27:38.975Z,67884.0,,,desk,CANDY,Inc_Synth_Synth,long,incongruent,m,,
4549,mask2,canvas.Screen,12_0_0_0_3,timeout,44.19999999999709,67873.5,67869.4,67884.0,67914.2,67919.19999999925,2024-10-01T09:27:39.021Z,67928.2,,,desk,CANDY,Inc_Synth_Synth,long,incongruent,m,,
4549,DELAY,canvas.Screen,12_0_0_0_4,timeout,69.60000000000582,67919.5,67914.2,67928.2,67987.1,67989.5,2024-10-01T09:27:39.091Z,67997.8,,,desk,CANDY,Inc_Synth_Synth,long,incongruent,m,,
4549,target,canvas.Screen,12_0_0_0_5,response,742.399999999252,67989.80000000075,67987.1,67997.8,68740.19999999925,68748.19999999925,2024-10-01T09:27:39.850Z,68772.9,response_manmade,keypress(m),desk,CANDY,Inc_Synth_Synth,long,incongruent,m,m,False
4549,Trial Sequence,flow.Sequence,12_0_0_0,completion,1485.899999999252,67231.40000000037,67229.426,67254.3,68740.19999999925,68748.69999999925,2024-10-01T09:27:39.850Z,68772.9,,,desk,CANDY,Inc_Synth_Synth,long,incongruent,m,,
4549,fixation,canvas.Screen,12_0_0_1_0,timeout,541.4000000000087,68749.0,68747.77,68772.9,69298.9,69300.0,2024-10-01T09:27:40.401Z,69314.3,,,shark,HILL,Inc_Nat_Nat,long,incongruent,m,,
4549,mask1,canvas.Screen,12_0_0_1_1,timeout,50.19999999999709,69300.19999999925,69298.9,69314.3,69348.0,69349.19999999925,2024-10-01T09:27:40.451Z,69364.5,,,shark,HILL,Inc_Nat_Nat,long,incongruent,m,,
4549,prime,canvas.Screen,12_0_0_1_2,timeout,42.0,69349.59999999963,69348.0,69364.5,69391.7,69394.80000000075,2024-10-01T09:27:40.496Z,69406.5,,,shark,HILL,Inc_Nat_Nat,long,incongruent,m,,
4549,mask2,canvas.Screen,12_0_0_1_3,timeout,43.60000000000582,69395.09999999963,69391.7,69406.5,69435.0,69443.19999999925,2024-10-01T09:27:40.545Z,69450.1,,,shark,HILL,Inc_Nat_Nat,long,incongruent,m,,
4549,DELAY,canvas.Screen,12_0_0_1_4,timeout,69.79999999998836,69443.40000000037,69435.0,69450.1,69507.9,69510.5,2024-10-01T09:27:40.612Z,69519.9,,,shark,HILL,Inc_Nat_Nat,long,incongruent,m,,
4549,target,canvas.Screen,12_0_0_1_5,response,861.7999999992608,69510.80000000075,69507.9,69519.9,70381.69999999925,70386.59999999963,2024-10-01T09:27:41.488Z,70412.8,response_natural,keypress(n),shark,HILL,Inc_Nat_Nat,long,incongruent,m,m,False
4549,Trial Sequence,flow.Sequence,12_0_0_1,completion,1608.7999999992608,68748.90000000037,68747.77,68772.9,70381.69999999925,70387.0,2024-10-01T09:27:41.488Z,70412.8,,,shark,HILL,Inc_Nat_Nat,long,incongruent,m,,
4549,fixation,canvas.Screen,12_0_0_2_0,timeout,542.8999999999942,70387.0,70386.532,70412.8,70940.1,70941.19999999925,2024-10-01T09:27:42.043Z,70955.7,,,peas,PEAS,Con_Nat,long,congruent,n,,
4549,mask1,canvas.Screen,12_0_0_2_1,timeout,45.90000000000873,70941.5,70940.1,70955.7,70990.1,70991.30000000075,2024-10-01T09:27:42.093Z,71001.6,,,peas,PEAS,Con_Nat,long,congruent,n,,
4549,prime,canvas.Screen,12_0_0_2_2,timeout,47.19999999999709,70991.5,70990.1,71001.6,71033.0,71037.40000000037,2024-10-01T09:27:42.139Z,71048.8,,,peas,PEAS,Con_Nat,long,congruent,n,,
4549,mask2,canvas.Screen,12_0_0_2_3,timeout,39.5,71037.5,71033.0,71048.8,71078.0,71083.59999999963,2024-10-01T09:27:42.185Z,71088.3,,,peas,PEAS,Con_Nat,long,congruent,n,,
4549,DELAY,canvas.Screen,12_0_0_2_4,timeout,73.0,71083.69999999925,71078.0,71088.3,71148.9,71151.80000000075,2024-10-01T09:27:42.253Z,71161.3,,,peas,PEAS,Con_Nat,long,congruent,n,,
4549,target,canvas.Screen,12_0_0_2_5,response,725.899999999252,71152.0,71148.9,71161.3,71887.19999999925,71901.90000000037,2024-10-01T09:27:43.003Z,71918.4,response_natural,keypress(n),peas,PEAS,Con_Nat,long,congruent,n,n,False
4549,Trial Sequence,flow.Sequence,12_0_0_2,completion,1474.399999999252,70387.0,70386.532,70412.8,71887.19999999925,71902.0,2024-10-01T09:27:43.003Z,71918.4,,,peas,PEAS,Con_Nat,long,congruent,n,,
4549,fixation,canvas.Screen,12_0_0_3_0,timeout,544.0,71902.09999999963,71894.604,71918.4,72445.9,72447.0,2024-10-01T09:27:43.548Z,72462.4,,,plum,PLUM,Con_Nat,long,congruent,n,,
4549,mask1,canvas.Screen,12_0_0_3_1,timeout,44.70000000001164,72447.19999999925,72445.9,72462.4,72495.8,72496.90000000037,2024-10-01T09:27:43.598Z,72507.1,,,plum,PLUM,Con_Nat,long,congruent,n,,
4549,prime,canvas.Screen,12_0_0_3_2,timeout,46.69999999999709,72497.09999999963,72495.8,72507.1,72538.9,72542.5,2024-10-01T09:27:43.644Z,72553.8,,,plum,PLUM,Con_Nat,long,congruent,n,,
4549,mask2,canvas.Screen,12_0_0_3_3,timeout,43.30000000000291,72542.80000000075,72538.9,72553.8,72582.5,72589.30000000075,2024-10-01T09:27:43.691Z,72597.1,,,plum,PLUM,Con_Nat,long,congruent,n,,
4549,DELAY,canvas.Screen,12_0_0_3_4,timeout,83.59999999999127,72589.59999999963,72582.5,72597.1,72666.9,72671.40000000037,2024-10-01T09:27:43.773Z,72680.7,,,plum,PLUM,Con_Nat,long,congruent,n,,
4549,target,canvas.Screen,12_0_0_3_5,response,796.7000000003754,72671.59999999963,72666.9,72680.7,73477.40000000037,73484.69999999925,2024-10-01T09:27:44.586Z,73510.0,response_natural,keypress(n),plum,PLUM,Con_Nat,long,congruent,n,n,False
4549,Trial Sequence,flow.Sequence,12_0_0_3,completion,1559.0000000003783,71902.09999999963,71894.604,71918.4,73477.40000000037,73485.09999999963,2024-10-01T09:27:44.586Z,73510.0,,,plum,PLUM,Con_Nat,long,congruent,n,,
4549,fixation,canvas.Screen,12_0_0_4_0,timeout,543.6000000000058,73485.19999999925,73480.668,73510.0,74036.5,74037.5,2024-10-01T09:27:45.139Z,74053.6,,,deck,PLATE,Inc_Synth_Synth,long,incongruent,m,,
4549,mask1,canvas.Screen,12_0_0_4_1,timeout,45.89999999999418,74037.80000000075,74036.5,74053.6,74083.2,74089.0,2024-10-01T09:27:45.190Z,74099.5,,,deck,PLATE,Inc_Synth_Synth,long,incongruent,m,,
4549,prime,canvas.Screen,12_0_0_4_2,timeout,45.89999999999418,74089.30000000075,74083.2,74099.5,74129.4,74131.5,2024-10-01T09:27:45.233Z,74145.4,,,deck,PLATE,Inc_Synth_Synth,long,incongruent,m,,
4549,mask2,canvas.Screen,12_0_0_4_3,timeout,43.20000000001164,74131.80000000075,74129.4,74145.4,74173.6,74180.59999999963,2024-10-01T09:27:45.282Z,74188.6,,,deck,PLATE,Inc_Synth_Synth,long,incongruent,m,,
4549,DELAY,canvas.Screen,12_0_0_4_4,timeout,82.79999999998836,74180.90000000037,74173.6,74188.6,74258.2,74260.80000000075,2024-10-01T09:27:45.362Z,74271.4,,,deck,PLATE,Inc_Synth_Synth,long,incongruent,m,,
4549,target,canvas.Screen,12_0_0_4_5,response,815.1000000000058,74261.19999999925,74258.2,74271.4,75086.5,75107.19999999925,2024-10-01T09:27:46.208Z,75133.0,response_manmade,keypress(m),deck,PLATE,Inc_Synth_Synth,long,incongruent,m,m,False
4549,Trial Sequence,flow.Sequence,12_0_0_4,completion,1576.5,73485.09999999963,73480.668,73510.0,75086.5,75107.40000000037,2024-10-01T09:27:46.208Z,75133.0,,,deck,PLATE,Inc_Synth_Synth,long,incongruent,m,,
4549,fixation,canvas.Screen,12_0_0_5_0,timeout,541.8999999999942,75107.5,75104.7,75133.0,75658.5,75659.30000000075,2024-10-01T09:27:46.760Z,75674.9,,,bell,WHEEL,Inc_Synth_Synth,long,incongruent,m,,
4549,mask1,canvas.Screen,12_0_0_5_1,timeout,45.70000000001164,75659.59999999963,75658.5,75674.9,75708.9,75709.80000000075,2024-10-01T09:27:46.811Z,75720.6,,,bell,WHEEL,Inc_Synth_Synth,long,incongruent,m,,
4549,prime,canvas.Screen,12_0_0_5_2,timeout,46.0,75710.09999999963,75708.9,75720.6,75751.2,75755.30000000075,2024-10-01T09:27:46.856Z,75766.6,,,bell,WHEEL,Inc_Synth_Synth,long,incongruent,m,,
4549,mask2,canvas.Screen,12_0_0_5_3,timeout,39.0,75755.40000000037,75751.2,75766.6,75795.8,75801.59999999963,2024-10-01T09:27:46.903Z,75805.6,,,bell,WHEEL,Inc_Synth_Synth,long,incongruent,m,,
4549,DELAY,canvas.Screen,12_0_0_5_4,timeout,73.0,75801.80000000075,75795.8,75805.6,75866.7,75868.69999999925,2024-10-01T09:27:46.970Z,75878.6,,,bell,WHEEL,Inc_Synth_Synth,long,incongruent,m,,
4549,target,canvas.Screen,12_0_0_5_5,response,673.4999999996217,75869.0,75866.7,75878.6,76552.09999999963,76558.69999999925,2024-10-01T09:27:47.660Z,76568.9,response_manmade,keypress(m),bell,WHEEL,Inc_Synth_Synth,long,incongruent,m,m,False
4549,Trial Sequence,flow.Sequence,12_0_0_5,completion,1419.0999999996275,75107.5,75104.7,75133.0,76552.09999999963,76559.0,2024-10-01T09:27:47.660Z,76568.9,,,bell,WHEEL,Inc_Synth_Synth,long,incongruent,m,,
4549,fixation,canvas.Screen,12_0_0_6_0,timeout,541.6000000000058,76559.09999999963,76561.906,76568.9,77094.7,77095.90000000037,2024-10-01T09:27:48.197Z,77110.5,,,stick,STICK,Con_Nat,long,congruent,n,,
4549,mask1,canvas.Screen,12_0_0_6_1,timeout,45.80000000000291,77096.30000000075,77094.7,77110.5,77144.3,77145.80000000075,2024-10-01T09:27:48.247Z,77156.3,,,stick,STICK,Con_Nat,long,congruent,n,,
4549,prime,canvas.Screen,12_0_0_6_2,timeout,47.30000000000291,77146.0,77144.3,77156.3,77187.4,77192.40000000037,2024-10-01T09:27:48.293Z,77203.6,,,stick,STICK,Con_Nat,long,congruent,n,,
4549,mask2,canvas.Screen,12_0_0_6_3,timeout,42.79999999998836,77192.80000000075,77187.4,77203.6,77232.5,77238.69999999925,2024-10-01T09:27:48.340Z,77246.4,,,stick,STICK,Con_Nat,long,congruent,n,,
4549,DELAY,canvas.Screen,12_0_0_6_4,timeout,68.90000000000873,77239.0,77232.5,77246.4,77304.6,77305.5,2024-10-01T09:27:48.406Z,77315.3,,,stick,STICK,Con_Nat,long,congruent,n,,
4549,target,canvas.Screen,12_0_0_6_5,response,1158.1000000003696,77305.69999999925,77304.6,77315.3,78473.40000000037,78476.90000000037,2024-10-01T09:27:49.578Z,78494.7,response_natural,keypress(n),stick,STICK,Con_Nat,long,congruent,n,n,False
4549,Trial Sequence,flow.Sequence,12_0_0_6,completion,1904.5000000003783,76559.09999999963,76561.906,76568.9,78473.40000000037,78477.19999999925,2024-10-01T09:27:49.578Z,78494.7,,,stick,STICK,Con_Nat,long,congruent,n,,
4549,fixation,canvas.Screen,12_0_0_7_0,timeout,541.3000000000029,78477.30000000075,78465.254,78494.7,79019.5,79022.59999999963,2024-10-01T09:27:50.123Z,79036.0,,,eagle,WAGON,Inc_Nat_Synth,long,incongruent,m,,
4549,mask1,canvas.Screen,12_0_0_7_1,timeout,49.80000000000291,79022.80000000075,79019.5,79036.0,79070.1,79071.0,2024-10-01T09:27:50.172Z,79085.8,,,eagle,WAGON,Inc_Nat_Synth,long,incongruent,m,,
4549,prime,canvas.Screen,12_0_0_7_2,timeout,44.09999999999127,79071.30000000075,79070.1,79085.8,79116.0,79120.59999999963,2024-10-01T09:27:50.221Z,79129.9,,,eagle,WAGON,Inc_Nat_Synth,long,incongruent,m,,
4549,mask2,canvas.Screen,12_0_0_7_3,timeout,37.10000000000582,79120.80000000075,79116.0,79129.9,79156.3,79160.19999999925,2024-10-01T09:27:50.261Z,79167.0,,,eagle,WAGON,Inc_Nat_Synth,long,incongruent,m,,
4549,DELAY,canvas.Screen,12_0_0_7_4,timeout,74.30000000000291,79160.30000000075,79156.3,79167.0,79228.3,79229.59999999963,2024-10-01T09:27:50.330Z,79241.3,,,eagle,WAGON,Inc_Nat_Synth,long,incongruent,m,,
4549,target,canvas.Screen,12_0_0_7_5,response,1092.199999999997,79229.80000000075,79228.3,79241.3,80333.5,80341.0,2024-10-01T09:27:51.442Z,80366.2,response_manmade,keypress(m),eagle,WAGON,Inc_Nat_Synth,long,incongruent,m,m,False
4549,Trial Sequence,flow.Sequence,12_0_0_7,completion,1838.800000000003,78477.30000000075,78465.254,78494.7,80333.5,80341.30000000075,2024-10-01T09:27:51.442Z,80366.2,,,eagle,WAGON,Inc_Nat_Synth,long,incongruent,m,,
4549,fixation,canvas.Screen,12_0_0_8_0,timeout,544.5,80341.5,80341.256,80366.2,80894.0,80895.09999999963,2024-10-01T09:27:51.996Z,80910.7,,,mall,BUSH,Inc_Synth_Nat,long,incongruent,n,,
4549,mask1,canvas.Screen,12_0_0_8_1,timeout,49.10000000000582,80895.40000000037,80894.0,80910.7,80943.2,80944.09999999963,2024-10-01T09:27:52.045Z,80959.8,,,mall,BUSH,Inc_Synth_Nat,long,incongruent,n,,
4549,prime,canvas.Screen,12_0_0_8_2,timeout,43.59999999999127,80944.30000000075,80943.2,80959.8,80987.6,80991.19999999925,2024-10-01T09:27:52.092Z,81003.4,,,mall,BUSH,Inc_Synth_Nat,long,incongruent,n,,
4549,mask2,canvas.Screen,12_0_0_8_3,timeout,42.0,80991.40000000037,80987.6,81003.4,81031.8,81037.90000000037,2024-10-01T09:27:52.139Z,81045.4,,,mall,BUSH,Inc_Synth_Nat,long,incongruent,n,,
4549,DELAY,canvas.Screen,12_0_0_8_4,timeout,69.70000000001164,81038.19999999925,81031.8,81045.4,81103.4,81104.5,2024-10-01T09:27:52.205Z,81115.1,,,mall,BUSH,Inc_Synth_Nat,long,incongruent,n,,
4549,target,canvas.Screen,12_0_0_8_5,response,853.3999999999942,81104.90000000037,81103.4,81115.1,81968.5,81976.69999999925,2024-10-01T09:27:53.077Z,81989.1,response_natural,keypress(n),mall,BUSH,Inc_Synth_Nat,long,incongruent,n,n,False
4549,Trial Sequence,flow.Sequence,12_0_0_8,completion,1602.300000000003,80341.40000000037,80341.256,80366.2,81968.5,81977.0,2024-10-01T09:27:53.078Z,81989.1,,,mall,BUSH,Inc_Synth_Nat,long,incongruent,n,,
4549,fixation,canvas.Screen,12_0_0_9_0,timeout,541.7999999999884,81977.19999999925,81981.732,81989.1,82515.2,82516.40000000037,2024-10-01T09:27:53.617Z,82530.9,,,jeans,JEANS,Con_Synth,long,congruent,m,,
4549,mask1,canvas.Screen,12_0_0_9_1,timeout,45.80000000000291,82516.59999999963,82515.2,82530.9,82564.3,82565.40000000037,2024-10-01T09:27:53.666Z,82576.7,,,jeans,JEANS,Con_Synth,long,congruent,m,,
4549,prime,canvas.Screen,12_0_0_9_2,timeout,45.90000000000873,82565.59999999963,82564.3,82576.7,82607.0,82612.09999999963,2024-10-01T09:27:53.713Z,82622.6,,,jeans,JEANS,Con_Synth,long,congruent,m,,
4549,mask2,canvas.Screen,12_0_0_9_3,timeout,43.0,82612.30000000075,82607.0,82622.6,82651.1,82657.80000000075,2024-10-01T09:27:53.758Z,82665.6,,,jeans,JEANS,Con_Synth,long,congruent,m,,
4549,DELAY,canvas.Screen,12_0_0_9_4,timeout,69.39999999999418,82657.90000000037,82651.1,82665.6,82724.0,82726.40000000037,2024-10-01T09:27:53.827Z,82735.0,,,jeans,JEANS,Con_Synth,long,congruent,m,,
4549,target,canvas.Screen,12_0_0_9_5,response,910.4000000003725,82726.59999999963,82724.0,82735.0,83645.40000000037,83650.5,2024-10-01T09:27:54.751Z,83665.7,response_manmade,keypress(m),jeans,JEANS,Con_Synth,long,congruent,m,m,False
4549,Trial Sequence,flow.Sequence,12_0_0_9,completion,1656.3000000003667,81977.09999999963,81981.732,81989.1,83645.40000000037,83650.80000000075,2024-10-01T09:27:54.751Z,83665.7,,,jeans,JEANS,Con_Synth,long,congruent,m,,
4549,fixation,canvas.Screen,12_0_0_10_0,timeout,543.1999999999971,83651.0,83651.63,83665.7,84192.4,84193.5,2024-10-01T09:27:55.294Z,84208.9,,,ferry,FERRY,Con_Synth,long,congruent,m,,
4549,mask1,canvas.Screen,12_0_0_10_1,timeout,49.0,84193.69999999925,84192.4,84208.9,84242.4,84243.69999999925,2024-10-01T09:27:55.344Z,84257.9,,,ferry,FERRY,Con_Synth,long,congruent,m,,
4549,prime,canvas.Screen,12_0_0_10_2,timeout,43.10000000000582,84244.0,84242.4,84257.9,84284.8,84289.69999999925,2024-10-01T09:27:55.390Z,84301.0,,,ferry,FERRY,Con_Synth,long,congruent,m,,
4549,mask2,canvas.Screen,12_0_0_10_3,timeout,42.80000000000291,84290.09999999963,84284.8,84301.0,84328.4,84335.09999999963,2024-10-01T09:27:55.436Z,84343.8,,,ferry,FERRY,Con_Synth,long,congruent,m,,
4549,DELAY,canvas.Screen,12_0_0_10_4,timeout,69.5,84335.30000000075,84328.4,84343.8,84401.6,84404.09999999963,2024-10-01T09:27:55.505Z,84413.3,,,ferry,FERRY,Con_Synth,long,congruent,m,,
4549,target,canvas.Screen,12_0_0_10_5,response,820.7999999996246,84404.5,84401.6,84413.3,85234.09999999963,85240.59999999963,2024-10-01T09:27:56.341Z,85256.9,response_manmade,keypress(m),ferry,FERRY,Con_Synth,long,congruent,m,m,False
4549,Trial Sequence,flow.Sequence,12_0_0_10,completion,1568.3999999996304,83650.90000000037,83651.63,83665.7,85234.09999999963,85240.90000000037,2024-10-01T09:27:56.341Z,85256.9,,,ferry,FERRY,Con_Synth,long,congruent,m,,
4549,fixation,canvas.Screen,12_0_0_11_0,timeout,541.5,85241.09999999963,85246.6,85256.9,85782.3,85783.59999999963,2024-10-01T09:27:56.884Z,85798.4,,,stone,STONE,Con_Nat,long,congruent,n,,
4549,mask1,canvas.Screen,12_0_0_11_1,timeout,50.20000000001164,85783.80000000075,85782.3,85798.4,85832.6,85833.80000000075,2024-10-01T09:27:56.934Z,85848.6,,,stone,STONE,Con_Nat,long,congruent,n,,
4549,prime,canvas.Screen,12_0_0_11_2,timeout,43.19999999999709,85834.19999999925,85832.6,85848.6,85875.6,85879.80000000075,2024-10-01T09:27:56.980Z,85891.8,,,stone,STONE,Con_Nat,long,congruent,n,,
4549,mask2,canvas.Screen,12_0_0_11_3,timeout,42.39999999999418,85880.0,85875.6,85891.8,85920.4,85926.40000000037,2024-10-01T09:27:57.027Z,85934.2,,,stone,STONE,Con_Nat,long,congruent,n,,
4549,DELAY,canvas.Screen,12_0_0_11_4,timeout,83.40000000000873,85926.69999999925,85920.4,85934.2,86004.2,86006.69999999925,2024-10-01T09:27:57.107Z,86017.6,,,stone,STONE,Con_Nat,long,congruent,n,,
4549,target,canvas.Screen,12_0_0_11_5,response,764.3000000003667,86007.09999999963,86004.2,86017.6,86781.90000000037,86790.19999999925,2024-10-01T09:27:57.891Z,86811.4,response_natural,keypress(n),stone,STONE,Con_Nat,long,congruent,n,n,False
4549,Trial Sequence,flow.Sequence,12_0_0_11,completion,1525.0000000003783,85241.0,85246.6,85256.9,86781.90000000037,86790.59999999963,2024-10-01T09:27:57.891Z,86811.4,,,stone,STONE,Con_Nat,long,congruent,n,,
